Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
30/12/2024 12:59:20,1,,4,150000,"40,000","Salary, Investments, Self-owned business",,Yes,No,,"90,000",10000,,yes,10000,35 000,50,0.066666667,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Senior civil Engineer,3,200000,180 000,"Salary, Freelancing",,Yes,No,8000,"90,000","22,000",75000,No,45000,50 000,30,0.225,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Diagnostic Technician,4,170000,180 000,"Freelancing, Brand endorsements",Auto restoration,Yes,No,,,"25,000",180 000,yes,150000,40000,49,0.8823529411764706,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Store keeper,2,125000,"240,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","10,000",150000,No,47000,80 000,39,0.376,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,,3,60000,160 000,"Freelancing, Brand endorsements",,No,No,,"90,000","10,000",,No,5000,"200,000",57,0.083333333,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Supervisor,2,130000,120000,"Salary, Freelancing",pension,Yes,No,,,100000,160000,No,300000,"60,000",37,2.3076923076923075,General Finance,Consult a financial advisor,,
14/12/2024 15:10:38,1,Store keeper,4,1500000,150000,"Salary, Investments, Rental income",pension,Yes,No,,35 000,22 000,180 000,Noo,140000,400000,29,0.093333333,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,software engineer,3,140000,1800000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000","25,000",190000,No,50000,30 000,34,0.35714285714285715,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Electrical Engineering Tech,3,160000,120 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,"180,000",No,35000,120 000,27,0.21875,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Process Engineer,4,170000,430000,"Salary, Commission",,Yes,No,,"90,000",100000,160000,No,50000,300 000,34,0.29411764705882354,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Warehouse Manager,4,140000,1800000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000","12,000",200000,No,40000,85000,47,0.2857142857142857,General Finance,Consult a financial advisor,,
13/12/2024 14:55:10,0,Senior civil Engineer,4,90000,"260,000",Salary,,Yes,No,,"90,000",28 000,150000,No,35000,"30,000",47,0.3888888888888889,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Designer,4,120000,220 000,Salary,pension,Yes,No,,"90,000",12000,85 000,No,5000,85000,52,0.041666666666666664,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Design Engineer,2,140000,170 000,"Salary, Investments, Self-owned business",pension,Yes,No,,"30,000",15000,100000,No,45000,500000,53,0.32142857142857145,General Finance,Consult a financial advisor,,
27/12/2024 20:57:38,0,none,2,120000,"45,000","Salary, Pension",,Yes,No,,"90,000",100000,180000,No,50000,80 000,52,0.4166666666666667,General Finance,Consult a financial advisor,,
,0,Repairer,2,70000,130 000,"Salary, Self-owned business",Repairs,Yes,No,,,12 000,75 000,No,25000,40 000,59,0.35714285714285715,General Finance,Consult a financial advisor,,
19/12/2024 15:44:00,0,Design Engineer,3,150000,240000,Salary,,Yes,No,,"90,000","35,000",150 000,No,150000,40 000,52,1,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,1,Technologist,2,180000,200000,"Freelancing, Brand endorsements",pension,Yes,No,,35 000,40000,180000,No,5000,"90,000",43,0.027777777777777776,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Tyre Fitter,3,170000,120 000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",15 000,130 000,No,125000,"150,000",25,0.7352941176470589,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,1,Technical officer,3,120000,"400,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10000,170000,No,90000,"90,000",37,0.75,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Senior project Manager,3,200000,130 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",50 000,"110,000",no,47000,130000,55,0.235,General Finance,Consult a financial advisor,,
,0,Maintenance Engineer,3,120000,220 000,"Salary, Investments",,Yes,No,,,30 000,140 000,No,60000,90 000,56,0.5,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,merchandiser,4,1500000,"250,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,Yes,,"90,000",10 000,"140,000",No,55000,300 000,20,0.036666667,General Finance,Consult a financial advisor,,
5/1/2025 0:18,0,Deputy General Manager (Construction),2,1500000,180000,"Investments (fixed deposits, stocks etc), Salary",,No,Yes,,"90,000",14000,85 000,No,40000,280 000,48,0.026666667,General Finance,Consult a financial advisor,,
13/12/2024 14:40:24,0,Stock Broker,2,180000,"45,000","Investments (fixed deposits, stocks etc), Salary",,Yes,No,,,35000,130000,No,40000,"75,000",21,0.2222222222222222,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,contract construction worker,4,200000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","10,000",60000,Yes,500000,60000,24,2.5,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,,4,130000,150 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,"140,000",Yes,40000,20000,56,0.3076923076923077,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Environment specialist,2,170000,"45,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,150 000,No,5000,20000,50,0.029411764705882353,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Workshop manager,2,80000,200 000,Freelancing,pension,Yes,No,,,20 000,"160,000",No,40000,300 000,20,0.5,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Diagnostic Technician,3,140000,200 000,"Freelancing, Brand endorsements",,No,No,,,35 000,"160,000",No,400000,50000,41,2.857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Housewife,4,150000,170 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000","18,000",230000,No,35000,"90,000",38,0.23333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Draftsperson,4,160000,150000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",16000,140000,No,500000,25000,53,3.125,General Finance,Consult a financial advisor,,
13/12/2024 14:46:21,1,Warehouse Manager,4,170000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",10 000,180000,No,400000,180000,20,2.3529411764705883,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Maintenance Engineer,2,150000,170 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","12,000","200,000",No,500000,30000,27,3.3333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Housewife,3,60000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10000,85000,No,5000,"80,000",34,0.083333333,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Diagnostic Technician,2,130000,650000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",12000,140 000,No,50000,"90,000",54,0.38461538461538464,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Lawer,3,160000,240 000,"Salary, Business profits",pension,No,No,,"90,000",10 000,"220,000",No,60000,"90,000",44,0.375,General Finance,Consult a financial advisor,,
4/1/2025 23:06,1,Designer,2,70000,180 000,"Salary, Pension",,Yes,No,,,40000,"140,000",No,50000,70000,23,0.7142857142857143,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Lawer,2,200000,170000,"Salary, Pension",pension,Yes,No,,"90,000",10000,180000,No,15000,80000,23,0.075,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Buying Agent,3,150000,200000,"Salary, Freelancing",pension,Yes,No,,"90,000","20,000",140 000,No,55000,500000,31,0.36666666666666664,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Deputy Shop Manager,1,70000,1300000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",5000,150 000,No,40000,180000,55,0.5714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,contract construction worker,3,180000,200000,"Salary, Pension",pension,No,No,,,14000,140000,No,65000,"90,000",22,0.3611111111111111,General Finance,Consult a financial advisor,,
4/1/2025 23:46,1,Business Development Manager,5,160000,"160,000","Investments (fixed deposits, stocks etc), Salary",pension,No,No,,,18000,125000,No,140000,"60,000",56,0.875,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Machine Operator,2,160000,520000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15 000,"120,000",No,5000,"90,000",33,0.03125,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Teacher,4,180000,250 000,"Investments (fixed deposits, stocks etc), Salary",pension,No,No,,"90,000",40 000 ,180 000,No,400000,"90,000",33,2.2222222222222223,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Sales Manager,5,120000,230000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",13000,150000,No,60000,40 000,53,0.5,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Sales representative,3,160000,140 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,60000,"18,000","140,000",No,70000,"50,000",22,0.4375,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,senior graduate teacher,3,170000,230000,"Salary, Pension",pension,Yes,No,,"90,000","10,000",140000,No,60000,80 000,48,0.35294117647058826,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Customer Rel. Manager,4,140000,140 000,Salary,,Yes,No,,"90,000","22,000",85 000,No,40000,"50,000",36,0.2857142857142857,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Cleark (Government),6,140000,350000,"Salary, Pension",,Yes,No,,"90,000",10 000,140000,No,47000,60 000,53,0.3357142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,lawyer,3,140000,200 000,"Salary, Commission, Investments",pension,Yes,No,,,15 000,"75,000",No,120000,70 000,39,0.8571428571428571,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,,2,150000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,160000,Yes,75000,"90,000",23,0.5,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,lawyer,3,200000,420000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15000,"160,000",yes,70000,80 000,42,0.35,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Car Salesman,4,130000,170000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",40 000 ,,No,50000,50000,40,0.38461538461538464,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Marketing Manager,2,300000,1800000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","22,000",160000,No,15000,75000,26,0.05,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Civil Engineer,1,140000,500 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",20 000,80000,No,47000,25 000,32,0.3357142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,,3,120000,200 000,"Salary, Investments, Rental income",,Yes,No,,"90,000",10000,150000,No,45000,400000,56,0.375,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,Electrical Engineering Tech,3,200000,230000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",12000,,No,50000,65000,45,0.25,General Finance,Consult a financial advisor,,
13/12/2024 14:43:37,1,General manager,2,600000,420000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",10 000,"160,000",No,140000,70 000,26,0.23333333333333334,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,none,4,150000,220 000,"Investments (fixed deposits, stocks etc), Salary",pension,No,No,,"90,000",14000,"80,000",No,50000,70 000,44,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,lawyer,2,130000,180 000,"Salary, Pension",,Yes,No,,"90,000",10 000,"140,000",No,55000,70000,26,0.4230769230769231,General Finance,Consult a financial advisor,,
4/1/2025 22:47,1,Designer,6,150000,160 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000","18,000",140 000,yes,50000,"250,000",58,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,University Lecturer,3,150000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,,18000,140 000,No,5000,70000,21,0.033333333,General Finance,Consult a financial advisor,,
4/1/2025 22:47,1,E-Commerce Specialist,3,15000,"160,000","Salary, Pension",,Yes,No,8000,"90,000","10,000",180 000,No,50000,170000,49,3.3333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Deputy Shop Manager,2,70000,150000,Freelancing,,Yes,No,,"90,000",10 000,85000,Yes,50000,170000,24,0.7142857142857143,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,Maintenance Engineer,2,1500000,"260,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15 000,90000,No,120000,"60,000",45,0.08,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,Dancer,4,170000,"280,000",Salary,pension,Yes,No,,"90,000",10000,150 000,No,50000,"20,000",47,0.29411764705882354,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,1,Make-Up Artist,3,170000,200000,"Freelancing, Brand endorsements",pension,No,No,,"90,000",10 000,"160,000",No,300000,80000,36,1.7647058823529411,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Chemical Lab Technician,6,160000,150 000,"Salary, Investments, Rental income",pension,No,No,8000,"90,000",22 000,80000,No,50000,80 000,31,0.3125,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Restaurant Manager,4,1500000,675000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",14000,"220,000",no,45000,70000,37,0.03,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,,4,120000,30000,"Freelancing, Brand endorsements",pension,Yes,No,,,10 000,160000,No,55000,30 000,34,0.4583333333333333,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Draftsman,2,150000,170 000,"Salary, Freelancing",,Yes,No,,"90,000",10 000,"70,000",No,50000,500000,58,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Expert Shop Assistant,3,125000,"260,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,"200,000",No,60000,75000,37,0.48,General Finance,Consult a financial advisor,,
14/12/2024 15:04:29,1,Cleark (Government),3,60000,"250,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,8000,"90,000","20,000",,no,280000,300000,52,4.666666666666667,General Finance,Consult a financial advisor,,
19/12/2024 15:00:58,1,Stagehand,4,15000,270000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",13000,"140,000",No,400000,"15,000",33,26.666666666666668,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Draftsperson,4,150000,50 000,"Salary, Investments, Rental income",Supplier deals,Yes,No,,"90,000","12,000",75000,No,47000,75000,28,0.31333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Director engineering,5,130000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,"10,000","130,000",No,35000,75000,50,0.2692307692307692,General Finance,Consult a financial advisor,,
