Age,Are you employed?,Do you have a vehicle/s?,Do you have any issues in handling your income and expenses? If so please mention.,Do you live alone and cover your own expenses?,How many people are in your house?,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),If u said other please mention what it was,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Investment type,Risk_proxy_returns,Savings_Ratio,Timestamp,Unnamed: 21,What categories of income do you currently have?,What is your job?,What is your personal income?,What is your total household income?,detailed_advice,financial_priority,investment_advice_1,investment_advice_2,investment_advice_avoid
23,1,Yes,No,no,4,20500,"85,000",pension,,,79000.0,120500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.102756892,9.318181818,29/12/2024 17:12,,"Freelancing, Brand endorsements",merchandiser,130000,220000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Invest in Collectibles,Avoid Investing Without Emergency Fund
53,1,No,No,no,4,19000,"75,000",,,,34000.0,147000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.104972376,9.5,04/01/2025 23:06,,"Salary, Investments, Commission",senior chemist,160000,200000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Start Freelancing for Side Income,Avoid Crypto Without Research
45,1,Yes,No,no,3,21000,"8,000",pension,,,35000.0,124000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.132075472,11.66666667,30/12/2024 12:59,,"Salary, Investments, Self-owned business",Resident Engineer,160000,180000,Consult a financial advisor,General Finance,Invest in Index Funds,Explore Foreign Stocks,Avoid Crypto Without Research
47,1,Yes,No,no,4,32500,60 000,pension,,,72000.0,175500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.131313131,11.60714286,30/12/2024 12:23,,Freelancing,retail store,150000,280000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Use AI-based Portfolio Managers,Don't Ignore Inflation
34,1,Yes,yes,no,4,20500,300000,,,,15500.0,94000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.187214612,15.76923077,04/01/2025 22:47,,"Salary, Investments, Self-owned business",Stock Broker,65000,130000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Dividend-paying Stocks,Don't Skip Retirement Planning
46,1,Yes,No,no,2,124500,80000,,,,49000.0,66500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.077922078,51.875,30/12/2024 12:59,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Tyre Fitter,140000,240000,Consult a financial advisor,General Finance,Real Estate (small plots),Try Crypto ETFs,Avoid Overexposure to One Sector
56,1,No,No,no,2,89500,70000,pension,,,77000.0,63500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.637010676,38.91304348,30/12/2024 13:03,,"Salary, Commission, Investments",Designer,160000,230000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Stock Options Learning,Don't Ignore Inflation
23,1,No,no,yes,1,0,25000,,7000.0,58000.0,,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.0,0.0,13/12/2024 15:28,,Salary,trainee merchandiser,65000,65000,Consult a financial advisor,General Finance,Use Budgeting Tools,Diversify with Islamic Finance,Don't Ignore Inflation
56,1,Yes,No,no,2,5000,85000,pension,,,33500.0,131500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.03030303,2.941176471,30/12/2024 12:30,,Freelancing,Civil Engineer,160000,170000,Consult a financial advisor,General Finance,Invest in Index Funds,Use AI-based Portfolio Managers,Avoid Emotion-Driven Decisions
35,1,Yes,No,no,2,316500,"40,000",pension,,,164000.0,219500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.825293351,45.21428571,30/12/2024 12:44,,"Salary, Investments, Commission",senior graduate teacher,100000,700000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Invest in Collectibles,Avoid Crypto Without Research
28,1,No,Yes,no,5,34500,60 000,pension,,,64000.0,151500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.160092807,13.8,05/01/2025 00:09,,"Salary, Business profits",Doctor,150000,250000,Consult a financial advisor,General Finance,Invest in REITs,Explore Foreign Stocks,Avoid Overlapping Insurance-Investments
51,1,Yes,Yes,no,3,58500,70 000,,,,25500.0,96000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.481481481,32.5,29/12/2024 17:00,,"Freelancing, Brand endorsements",Make-Up Artist,60000,180000,Consult a financial advisor,General Finance,Use Budgeting Tools,Participate in Micro Investing,Don't Ignore Inflation
47,1,Yes,No,no,4,55000,50 000,pension,,,39000.0,136000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.314285714,23.91304348,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",assistant ,140000,230000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Green Bonds,Avoid Investing Without Emergency Fund
36,1,No,No,no,5,175000,70000,pension,,,78000.0,247000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.538461538,35.0,10/01/2025 19:40,,"Salary, Investments, Self-owned business",Quality Inspector,150000,500000,Consult a financial advisor,General Finance,Invest in REITs,Diversify with Islamic Finance,Avoid Frequent Trading
36,1,Yes,No,no,3,62500,"8,000",pension,,,62000.0,145500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.301204819,23.14814815,04/01/2025 23:10,,"Salary, Investments, Self-owned business",Store keeper,170000,270000,Consult a financial advisor,General Finance,Use Budgeting Tools,Invest in Collectibles,Don't Ignore Inflation
46,1,Yes,No,no,3,30000,"90,000",pension,,,28000.0,242000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.111111111,10.0,27/12/2024 20:51,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",senior graduate teacher,120000,300000,Consult a financial advisor,General Finance,Buy ETFs,Green Bonds,Don't Ignore Inflation
38,1,Yes,No,no,4,14500,"200,000",pension,,,69000.0,106500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.082621083,7.631578947,04/01/2025 23:06,,"Salary, ",mason,170000,190000,Consult a financial advisor,General Finance,Use Budgeting Tools,Use AI-based Portfolio Managers,Avoid Ponzi Schemes
42,1,Yes,No,no,3,2000,50000,,,,59000.0,139000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.01010101,1.0,30/12/2024 12:44,,"Salary, Commission",E-Commerce Specialist,180000,200000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Start Freelancing for Side Income,Don't Skip Retirement Planning
20,1,Yes,No,no,4,36500,65 000,,,,77000.0,286500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.100412655,9.125,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Financial Advisor,170000,400000,Consult a financial advisor,General Finance,Consider Pension Schemes,Explore Foreign Stocks,Avoid High Leverage
50,0,Yes,No,no,4,103000,40 000,pension,,,20000.0,137000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.656050955,39.61538462,30/12/2024 12:26,,"Salary, Pension",,160000,260000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Automated Saving Apps,Don't Skip Retirement Planning
24,1,Yes,No,no,4,44000,90 000,Wedding photography,,,56000.0,120000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.25,20.0,10/01/2025 19:40,,Freelancing,HR Manager,130000,220000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Real Estate Trusts,Don't Ignore Inflation
40,0,Yes,No,no,3,297000,"90,000",pension,,,51000.0,152000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",1.463054187,59.4,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",none,500000,500000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Diversify with Islamic Finance,Avoid Investing Without Emergency Fund
51,1,Yes,yes,no,3,379500,"90,000",pension,,,146000.0,224500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.024291498,50.6,04/01/2025 22:47,,"Salary, Freelancing",Deputy Shop Manager,160000,750000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Start Freelancing for Side Income,Avoid Undocumented Assets
30,1,Yes,No,no,2,34500,250000,pension,,,41000.0,124500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.208459215,17.25,27/12/2024 20:54,,"Salary, Self-owned business",Make-Up Artist,100000,200000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Start Freelancing for Side Income,Avoid Crypto Without Research
53,1,Yes,No,no,5,8500,50000,,,,24000.0,167500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.044386423,4.25,,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Senior civil Engineer,200000,200000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Open Dollar Account,Don't Chase Unrealistic Returns
39,1,No,No,no,3,72500,85000,pension,,,64000.0,123500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.386666667,27.88461538,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Salary",Tyre Fitter,70000,260000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Dividend-paying Stocks,Avoid Undocumented Assets
21,1,Yes,No,no,5,1101000,500000,pension,,,282000.0,417000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.575107296,61.16666667,10/01/2025 20:23,,"Salary, Pension",Environment specialist,200000,1800000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Precious Metal Mutual Funds,Avoid Unregulated Investments
31,1,Yes,No,no,2,1368500,"120,000",,,,83000.0,198500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",4.861456483,82.93939394,27/12/2024 11:28,,"Salary, Freelancing",Varnisher,1500000,1650000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Start Freelancing for Side Income,Avoid Crypto Without Research
37,1,Yes,No,no,5,28000,40000,,,,70000.0,102000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.162790698,14.0,27/12/2024 12:19,,Salary,Office manager,160000,200000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Invest in Collectibles,Avoid Overexposure to One Sector
27,1,Yes,No,no,2,61500,400000,pension,,,40000.0,58500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.624365482,38.4375,30/12/2024 12:59,,"Salary, Self-owned business",small grocery shop,110000,160000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Explore Structured Products,Don't Trust Unlicensed Advisors
25,1,Yes,No,no,4,5500,80 000,,,,36000.0,158500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.028277635,2.75,30/12/2024 12:30,,"Freelancing, Brand endorsements",Junior Sales Representative,150000,200000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Start ESG Investment,Avoid Crypto Without Research
54,1,Yes,No,no,4,63000,"40,000",,,,47000.0,130000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.355932203,26.25,29/12/2024 17:00,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",retail store,200000,240000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Green Bonds,Don't Ignore Inflation
33,1,Yes,No,no,3,4500,"120,000",pension,,,14500.0,81000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.047120419,4.5,04/01/2025 23:10,,"Salary, Pension",Insurance Executive,15000,100000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Diversify with Islamic Finance,Avoid Overexposure to One Sector
44,1,Yes,Yes,no,3,13000,"90,000",,,,60000.0,227000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.045296167,4.333333333,30/12/2024 12:34,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Secretary,200000,300000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Open Dollar Account,Don't Trust Unlicensed Advisors
52,1,Yes,No,no,2,67500,"40,000",pension,,,20000.0,112500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.509433962,33.75,04/01/2025 23:39,,"Salary, Freelancing",Complaints Dept. Clerk,200000,200000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Diversify with Islamic Finance,Avoid Frequent Trading
29,1,Yes,No,no,5,9500,"40,000",pension,,,25000.0,175500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.047381546,4.523809524,27/12/2024 20:57,,"Freelancing, Brand endorsements",Designer,180000,210000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Start Freelancing for Side Income,Avoid Crypto Without Research
32,1,Yes,No,no,2,49000,"75,000",pension,,,26500.0,84500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.441441441,30.625,30/12/2024 12:30,,"Salary, Investments, Self-owned business",Planning Engineer,160000,160000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Explore Structured Products,Avoid Emotion-Driven Decisions
31,0,Yes,No,no,5,39000,"90,000",,,,35500.0,85500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.32231405,24.375,27/12/2024 20:57,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",none,160000,160000,Consult a financial advisor,General Finance,Start Emergency Fund,Start Freelancing for Side Income,Avoid Crypto Without Research
29,1,No,Yes,no,3,20000,35 000,,,,28000.0,82000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.181818182,15.38461538,,,Salary,Deputy Shop Manager,70000,130000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Explore Foreign Stocks,Avoid Frequent Trading
43,1,Yes,No,no,4,118000,"8,000",,,,98000.0,284000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.308900524,23.6,30/12/2024 12:34,,"Salary, Investments, Rental income",Window Dresser,140000,500000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Explore Structured Products,Avoid Frequent Trading
42,1,Yes,No,no,4,5000,70 000,pension,,,33000.0,142000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.028571429,2.777777778,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Salary",Civil Engineer,125000,180000,Consult a financial advisor,General Finance,Use Budgeting Tools,Try Crypto ETFs,Avoid Ignoring Tax Implications
38,1,Yes,No,no,4,35500,35 000,pension,,,31000.0,133500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.215805471,17.75,04/01/2025 23:10,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Vehicle Body Repairer,130000,200000,Consult a financial advisor,General Finance,Start Emergency Fund,Try Automated Saving Apps,Avoid High Leverage
22,1,No,No,no,2,1466000,65000,pension,,,169000.0,165000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",4.389221557,81.44444444,30/12/2024 12:34,,"Investments (fixed deposits, stocks etc), Salary",Senior Civil Engineer,15000,1800000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Dividend-paying Stocks,Avoid Ponzi Schemes
25,1,Yes,No,no,2,9500,400000,pension,,,73000.0,197500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.035120148,3.392857143,30/12/2024 12:18,,"Freelancing, Brand endorsements",Insurance Manager,150000,280000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Balanced Mutual Funds,Avoid Unregulated Investments
36,1,Yes,Yes,no,3,30500,50 000,pension,,,35000.0,134500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.179941003,15.25,04/01/2025 22:30,,"Salary, Freelancing",Project Manager,160000,200000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Green Bonds,Don't Skip Retirement Planning
37,1,No,No,no,4,14500,"75,000",,,,24000.0,141500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.087613293,8.055555556,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary",Financial Advisor,150000,180000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Try Crowdfunding Platforms,Don't Invest on Borrowed Money
35,1,Yes,no,no,2,135000,50000,pension,,,58000.0,87000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.931034483,48.21428571,30/12/2024 12:34,,"Salary, Investments, Self-owned business",Director engineering,140000,280000,Consult a financial advisor,General Finance,Invest in REITs,Real Estate Trusts,Avoid Crypto Without Research
38,1,Yes,Yes,no,4,39000,30000,pension,,,24000.0,147000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.228070175,18.57142857,30/12/2024 12:30,,"Salary, Investments, Freelancing",Store keeper,130000,210000,Consult a financial advisor,General Finance,Use Budgeting Tools,Try Crypto ETFs,Avoid Crypto Without Research
59,1,Yes,No,no,3,15000,40000,pension,,,61000.0,124000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.081081081,7.5,04/01/2025 23:46,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Material Engineer,200000,200000,Consult a financial advisor,General Finance,Invest in Index Funds,Use AI-based Portfolio Managers,Don't Trust Unlicensed Advisors
