Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,,risk proxy return,Investment type
30/12/2024 12:48,1,Sound Engineer,3,160000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","15,000","150,000",,No,60000,70000,45,0.375,General Finance,Consult a financial advisor,,61.544461,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:34,1,Director engineering,2,200000,500 000,"Salary, Commission",pension,Yes,no,,"90,000",10000,"180,000",,No,5000,40 000,30,0.025,General Finance,Consult a financial advisor,,58.22286969,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 13:03,1,Planning Engineer,4,120000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,60000,10 000,"130,000",,No,50000,80 000,46,0.4166666666666667,General Finance,Consult a financial advisor,,63.7543276,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,0,,4,150000,500000,"Salary, Investments, Freelancing",,Yes,no,,"90,000",10 000,160000,,No,80000,"90,000",37,0.5333333333333333,General Finance,Consult a financial advisor,,66.81773316,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:23,1,Tyre Fitter,4,600000,600000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000","10,000",150000,,No,1000000,60000,41,1.6666666666666667,General Finance,Consult a financial advisor,,65.81849753,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:34,1,storekeeper,2,300000,"300,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",12 000,160000,,yes,40000,200 000,55,0.13333333333333333,General Finance,Consult a financial advisor,,58.20705359,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,0,none,4,75000,"250,000","Salary, Pension",,Yes,no,,"90,000",10 000,"130,000",,No,60000,"90,000",54,0.8,General Finance,Consult a financial advisor,,64.8036478,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Project Manager,3,35000,"40,000","Salary, Freelancing",,Yes,no,,"90,000",10000,"60,000",,No,280000,80 000,52,8,General Finance,Consult a financial advisor,,68.02879128,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,E-Commerce Specialist,4,150000,130 000,"Salary, Investments, Self-owned business",,No,no,,"90,000",20 000,"150,000",,No,35000,70000,20,0.23333333333333334,General Finance,Consult a financial advisor,,69.73692694,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Quantity surveyor,3,60000,"60,000",Salary,,Yes,no,,"90,000",100000,130000,,No,40000,"8,000",24,0.6666666666666666,General Finance,Consult a financial advisor,,56.90980614,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:06,1,Deputy Shop Manager,3,15000,450000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",22 000,150 000,,No,60000,"90,000",35,4,General Finance,Consult a financial advisor,,72.72486313,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 22:30,0,Retired,4,120000,"150,000","Salary, Self-owned business",pension,Yes,no,,"90,000",25 000,300000,,No,35000,50 000,45,0.2916666666666667,General Finance,Consult a financial advisor,,65.23942743,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:15,1,Mechanical Engineer,2,1500000,1500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,140 000,,No,35000,"90,000",32,0.023333333333333334,General Finance,Consult a financial advisor,,58.07260247,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,assistant ,2,200000,380000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10000,160000,,No,20000,280 000,23,0.1,General Finance,Consult a financial advisor,,66.49083537,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:34,1,lawyer,2,250000,"250,000","Salary, Commission, Investments",,Yes,no,,"90,000",10 000,190000,,No,50000,"90,000",44,0.2,General Finance,Consult a financial advisor,,64.51539126,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
27/12/2024 20:54,1,lawyer,5,140000,650000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",12000,"180,000",,No,70000,90 000,23,0.5,General Finance,Consult a financial advisor,,70.31179362,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Chemical Lab Technician,5,140000,600000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,150 000,,No,47000,40 000,33,0.3357142857142857,General Finance,Consult a financial advisor,,63.23661897,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Model,4,150000,"250,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",18 000,140000,,No,400000,"90,000",26,2.6666666666666665,General Finance,Consult a financial advisor,,75.86885147,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Cashier,3,140000,"400,000","Freelancing, Brand endorsements",pension,Yes,no,,,110000,75000,,No,47000,300 000,57,0.3357142857142857,General Finance,Consult a financial advisor,,30.90328563,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:43,1,Technical officer,1,125000,125000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,yes,46000,"90,000",10 000,"160,000",,No,60000,500000,27,0.48,General Finance,Consult a financial advisor,,71.52383514,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
25/12/2024 14:06,1,Civil Engineer,5,130000,"140,000","Salary, Business profits",pension,Yes,no,,"90,000","28,000",150000,,No,140000,15 000,27,1.0769230769230769,General Finance,Consult a financial advisor,,69.85547062,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,0,,4,150000,200 000,"Salary, Investments, Freelancing",pension,Yes,no,,"90,000","12,000","180,000",,No,45000,75000,45,0.3,General Finance,Consult a financial advisor,,64.03616544,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 13:03,1,Electrical Engineering Tech,2,120000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,"90,000",100000,75000,,Yes,150000,"70,000",29,1.25,General Finance,Consult a financial advisor,,44.90572413,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:12,1,Housewife,3,170000,400000,"Salary, Investments",,Yes,no,,"90,000",12 000,"180,000",,No,500000,65000,27,2.9411764705882355,General Finance,Consult a financial advisor,,76.08725978,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,General manager,2,160000,450000,"Salary, Commission, Investments",pension,Yes,no,,,13000,"150,000",,Yes,50000,"30,000",30,0.3125,General Finance,Consult a financial advisor,,63.75468302,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:59,1,Senior project Manager,4,200000,240000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,85000,,No,60000,80 000,58,0.3,General Finance,Consult a financial advisor,,62.44091395,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Complaints Dept. Clerk,4,140000,"200,000","Salary, Investments, Self-owned business",,Yes,no,,"90,000",30000,170000,,No,5000,60000,35,0.035714286,General Finance,Consult a financial advisor,,56.43469196,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:48,1,Complaints Dept. Clerk,5,130000,190000,"Salary, Freelancing",Wedding photography,Yes,no,,"90,000",15000,"150,000",,No,5000,20000,38,0.038461538461538464,General Finance,Consult a financial advisor,,58.09981666,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:57,0,none,2,160000,190000,"Salary, Investments, Freelancing",,Yes,no,,"90,000",10 000,"140,000",,No,400000,"250,000",41,2.5,General Finance,Consult a financial advisor,,70.69397962,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Stagehand,4,130000,"280,000",Salary,pension,Yes,no,,"90,000",12000,"200,000",,No,5000,80000,54,0.038461538461538464,General Finance,Consult a financial advisor,,55.89981666,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:00,1,mason,3,120000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",30000,170000,,No,50000,"90,000",55,0.4166666666666667,General Finance,Consult a financial advisor,,59.62491584,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:06,1,storekeeper,3,140000,140000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",22 000,200000,,No,5000,170000,37,0.035714286,General Finance,Consult a financial advisor,,57.56410372,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
05/01/2025 00:25,1,Diagnostic Technician,3,160000,675000,"Salary, Freelancing",pension,Yes,no,,,14000,150 000,,No,60000,"250,000",47,0.375,General Finance,Consult a financial advisor,,65.944461,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 11:27,1,Civil Engineer,2,300000,520000,Salary,,Yes,no,,,30000,160000,,No,125000,200000,43,0.4166666666666667,General Finance,Consult a financial advisor,,62.56746925,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Electrical Engineering Tech,5,70000,180 000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",15 000,170000,,No,50000,40000,55,0.7142857142857143,General Finance,Consult a financial advisor,,64.49521727,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Car Salesman,4,160000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",50 000,80000,,No,60000,80000,41,0.375,General Finance,Consult a financial advisor,,65.944461,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:39,1,Store keeper,4,130000,210000,Salary,,No,no,,"90,000","15,000",120000,,No,2000,80000,53,0.015384615384615385,General Finance,Consult a financial advisor,,52.26614099,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,mason,5,15000,270000,Freelancing,pension,Yes,no,,"90,000",15 000,"180,000",,No,8000,80000,52,0.5333333333333333,General Finance,Consult a financial advisor,,61.03902239,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,senior chemist,3,180000,150 000,Salary,,No,no,,"90,000","10,000",85 000,,No,35000,"150,000",36,0.19444444444444445,General Finance,Consult a financial advisor,,64.34011079,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:12,1,Deputy General Manager (Construction),4,130000,"300,000","Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",10 000,180 000,,No,70000,"8,000",59,0.5384615384615384,General Finance,Consult a financial advisor,,63.82288668,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,software engineer,4,110000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",13000,160000,,No,45000,280 000,42,0.4090909090909091,General Finance,Consult a financial advisor,,62.06507779,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,Personal Manager,4,140000,"450,000","Salary, Self-owned business",,Yes,no,,"90,000","15,000",180 000,,No,70000,80 000,31,0.5,General Finance,Consult a financial advisor,,66.64512696,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
,1,Technologist,3,90000,170 000,"Salary, Investments",,Yes,no,,,20 000,100 000,,No,40000,70 000,43,0.4444444444444444,General Finance,Consult a financial advisor,,66.2674269,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,1,small grocery shop,4,150000,260000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,160000,,No,60000,85000,47,0.4,General Finance,Consult a financial advisor,,66.09361422,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:06,1,Store keeper,3,60000,220 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Vehicle bonuses,Yes,no,,"90,000",22 000,140 000,,No,70000,85000,26,1.1666666666666667,General Finance,Consult a financial advisor,,73.82032358,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Stock Broker,4,125000,520000,"Salary, Commission, Investments",pension,Yes,no,,,20 000,140 000,,No,5000,250000,25,0.04,General Finance,Consult a financial advisor,,65.17233455,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
10/01/2025 19:40,0,,4,110000,110000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",10 000,150 000,,No,60000,"90,000",34,0.5454545454545454,General Finance,Consult a financial advisor,,66.83354036,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,1,Sales representative,4,1500000,"1,500,000","Investments (fixed deposits, stocks etc), Salary",Private tution ,Yes,no,,"90,000","12,000",85 000,,No,47000,"75,000",33,0.031333333,General Finance,Consult a financial advisor,,61.09448434,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:18,1,lawyer,3,130000,180000,"Salary, Investments, Rental income",pension,Yes,no,,"90,000","10,000","80,000",,No,5000,"60,000",52,0.038461538461538464,General Finance,Consult a financial advisor,,54.59981666,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Insurance Manager,5,140000,240 000,Salary,pension,Yes,no,,"90,000","20,000",140000,,No,280000,40 000,21,2,General Finance,Consult a financial advisor,,72.29773923,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:15,1,Financial Advisor,3,200000,300 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",10 000,180000,,No,5000,90 000,56,0.025,General Finance,Consult a financial advisor,,53.93398081,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,HR Manager,4,150000,260000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",12 000,160000,,No,60000,"90,000",54,0.4,General Finance,Consult a financial advisor,,63.09361422,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Quantity surveyor,4,130000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000","12,000",,,No,60000,85000,20,0.46153846153846156,General Finance,Consult a financial advisor,,71.43016208,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Electrical Engineering Tech,1,1500000,"1,500,000","Salary, Investments, Rental income",pension,Yes,yes,51000,"90,000",13000,140 000,,yes,45000,40000,53,0.03,General Finance,Consult a financial advisor,,58.00275189,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,1,Designer,4,160000,420000,"Salary, Commission, Investments",,Yes,no,,"90,000",10 000,150000,,No,50000,"90,000",30,0.3125,General Finance,Consult a financial advisor,,65.48801635,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 13:03,1,University Lecturer,2,160000,240000,"Salary, Pension",pension,Yes,no,,"90,000","18,000","180,000",,No,75000,"60,000",21,0.46875,General Finance,Consult a financial advisor,,69.50310597,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,University Lecturer,4,140000,220 000,"Salary, Investments, Rental income",pension,Yes,no,,,50 000,"75,000",,No,40000,75000,31,0.2857142857142857,General Finance,Consult a financial advisor,,65.22833409,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:10,0,,3,70000,300000,Salary,pension,No,no,,"90,000",13000,"80,000",,No,50000,"80,000",54,0.7142857142857143,General Finance,Consult a financial advisor,,61.24521727,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Repairer,3,180000,170 000,"Salary, Freelancing",pension,Yes,no,,,25 000,70 000,,No,40000,75000,22,0.2222222222222222,General Finance,Consult a financial advisor,,69.67115186,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:12,1,merchandiser,5,140000,150 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000","18,000",85 000,,No,50000,150000,30,0.35714285714285715,General Finance,Consult a financial advisor,,63.39327019,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
